system:index,Aspect,Eastness,Elevation,GaussianCurvature,HAND,Hillshade,HorizontalCurvature,MaximalCurvature,MeanCurvature,MinimalCurvature,Northness,PRCPTOT,ShapeIndex,Slope,TPI,VerticalCurvature,lineament,presence,.geo
00000000000000001260_0,29.28742414022118,0.4891910293385335,1980.0713861079923,4.928127484020818E-6,262.8078,0.9571385617840321,0.0017397893037285836,0.003077844211452684,0.002339503152954661,0.0016011620944566375,0.8721766660572307,1538.079,2.0171896815775177,16.994656326166183,122,0.0029392170021807374,1.0277749,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001262_0,160.00679088703203,0.3419087654176585,1980.9071658026755,3.7645081438134342E-6,181.66118,0.7726357197384921,-0.005310298732622329,-7.345158355392587E-4,-0.00292983585119815,-0.005125155866857042,-0.9397331515545104,1576.3785,-0.8496216585099267,39.37162025180381,-24,-5.493729697739704E-4,0.17459543,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001265_0,4.308725134746159,0.07513057963094392,1597.7270869207377,-1.329919049670627E-7,127.08969,0.8571660879075262,-1.3210569199574755E-4,3.848764815975311E-4,1.966605111463001E-5,-3.455443793682711E-4,0.9971737040276977,1508.821,0.03428104987968339,31.106729876582897,-12,1.714377942250076E-4,0.9169452,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001269_0,175.99080502845916,0.06991656444580446,1055.2535727534305,-5.394097712781604E-7,363.02963,0.6963277214827843,0.00433522731973332,0.004455774007071711,0.002167357702630775,-1.2105860181016101E-4,-0.9975528427186681,1523.264,0.6029422026972542,45.78216972428956,27,-5.11914471770499E-7,0.19888383,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000126b_0,269.35577051516856,-0.9999367877339792,1602.9006831085965,8.123126212497918E-7,243.14781,0.8296403754580897,0.0016138086917515879,0.002130720467044078,0.0012559794709616414,3.812384748792051E-4,-0.011243688729731126,1573.9415,0.9140778453083982,33.78223612951327,18,8.981502501716951E-4,0.86137813,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000126c_0,301.468589381508,-0.8529264797024825,908.8999629252834,3.8620960560545824E-8,33.857418,0.8902167045936799,-0.002198333799969265,-8.520923841997836E-6,-0.0022705030241530603,-0.004532485124464122,0.5220310529291631,1499.0685,-0.6390179295395184,27.01693207662917,-111,-0.002342672248336855,0.7441805,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000126d_0,235.93653850613663,-0.8284176953690422,1789.137733983045,7.403350489701381E-8,2.5348675,0.9923064737019534,-0.0027740588819851163,-2.609866115375805E-5,-0.001431388464160242,-0.002836678267166726,-0.5601108122500804,1618.942,-0.6484429021499637,6.930055569796378,-125,-8.871804633536732E-5,1.1188035,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000126f_0,124.50435877000425,0.8240830969463018,1127.4344357186594,-1.9532508099961948E-6,111.03012,0.8165121698005553,-0.002184388866387209,8.854730512014764E-4,-6.60205459672488E-4,-0.0022058839705464523,-0.5664689305931899,1456.7065,-0.2719193198945918,35.33591879801485,-40,8.639779470422327E-4,0.0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001271_0,256.5654217547433,-0.972635840227075,2266.738294171959,-2.8166527609668E-6,134.29922,0.8981071412663479,5.682231114137734E-4,0.0013360963757975022,-3.860122870746838E-4,-0.0021081209499468696,-0.23233493561186977,1290.283,-0.14269892465363762,25.916841729337765,19,-0.001340247685563141,0.75702906,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001273_0,61.00943079031487,0.8746994941508754,2492.2006149961962,-1.222225114726578E-6,12.435003,0.9838248606413804,4.108947783429561E-6,3.262679016153764E-4,-0.0017099052122163958,-0.003746078326048168,0.48466565272587925,1538.079,-0.5346104707781144,10.50095093497262,77,-0.00342391937221622,0.24217272,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001274_0,339.29789321843606,-0.3535092400744694,1494.8547869847284,-5.136358981403321E-6,341.05878,0.755411973657476,-0.0019993270994749547,0.0016561714240943544,-7.225867928271418E-4,-0.0031013450097486382,0.935431032830305,1456.7065,-0.1933836891421307,40.97296762591841,117,5.541535138206712E-4,0.3496228,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001275_0,92.46885106574472,0.9990717876865696,1808.8866382351612,6.29778609890749E-7,21.847633,0.9887768381037758,-4.471664977212615E-4,-3.4889915038632336E-4,-0.0010769719934813947,-0.001805044836576466,-0.04307624692057085,1488.6395,-0.9416937767130228,8.742067706514772,77,-0.0017067774892415275,0.30212942,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001277_0,189.93848761954493,-0.17259079452532045,666.4140531032361,-5.13896661005037E-7,97.73509,0.9311098438287381,0.0010281953267924073,0.0012635228288097157,4.2840273766090614E-4,-4.0671735348790357E-4,-0.9849936129971192,1588.332,0.32657537068251086,21.270273021451704,-4,-1.7138985147059505E-4,0.34271356,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001278_0,29.93142246576675,0.4989630930362681,1504.1874809319725,-1.605907035446953E-7,145.56755,0.9283772594054354,-3.795390814380224E-4,2.2615536408703227E-4,-2.4196740873508367E-4,-7.100901815571996E-4,0.8666232351995188,1525.8335,-0.3290616171921149,21.97661335864758,34,-1.0439573603214484E-4,0.46806645,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000127b_0,72.17013429266711,0.9519699182157025,975.5039286578658,6.7452914497761755E-6,17.44863,0.959509113419227,-0.0021628102037083157,-0.0016331445087675867,-0.0028816961345927614,-0.004130247760417936,0.30619156554743415,1523.46,-1.4693383111207132,16.53689206894986,-35,-0.003600582065477207,0.0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000127d_0,352.1552110371218,-0.13649001320910653,1198.9242766107886,7.487575337647813E-7,51.05663,0.8797552775638601,-0.00262671556322104,-2.932650592715764E-4,-0.0014232209094867253,-0.002553176759701874,0.9906414468889225,1543.493,-0.8018459935878954,28.46022870775394,-84,-2.1972625575240962E-4,1.2457187,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000127f_0,249.3231998928124,-0.9355870812354125,1588.5247018539617,-6.242635086859538E-7,397.45242,0.7886253789731327,0.0022211243033290664,0.002111515464737093,9.079341622570955E-4,-2.956471402229022E-4,-0.35309603994579386,1503.335,0.4802407934635298,37.76420955457425,76,-4.052559788148761E-4,0.0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001282_0,227.5869444690975,-0.738301673565975,1362.9380812037211,2.083344981439956E-7,346.50482,0.6675654103997252,-9.881141468674598E-4,-1.9953547211017044E-4,-6.218165124976191E-4,-0.0010440975528850677,-0.6744706359877207,1573.9415,-0.9374341937715934,47.941837529375846,47,-2.5551887812777843E-4,1.5985029,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001283_0,28.273883011167467,0.4736868140651441,1881.751221933885,2.3802857357999306E-6,59.01971,0.834448428651521,-0.0027673184757471573,-8.902057641762036E-4,-0.0017820329670121457,-0.002673860169848088,0.8806933644469076,1524.433,-1.272082100885964,33.59890670333549,21,-7.967474582771338E-4,0.8723374,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001284_0,156.9256527222222,0.39192525070625156,711.5781542583267,1.176373291680725E-6,81.87544,0.8755939910179703,-5.932771731570905E-4,-6.494315140867877E-4,-0.0012304104039492405,-0.0018113892938116933,-0.9199970640490337,1340.824,-1.3482479397251714,28.856887933352873,-67,-0.0018675436347413905,1.0787177,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001285_0,41.89565750534989,0.6677761415635851,1310.662135203902,5.408813606899605E-8,140.5348,0.8281971783634567,7.942489284061227E-5,6.288609364275112E-4,3.5743531470355724E-4,8.600969297960329E-5,0.7443621596766259,1291.338,0.8383526479093317,34.26045580713164,-113,6.354457365665023E-4,1.3424997,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001286_0,317.4882734916884,-0.6757410892009406,2158.1323558947497,-2.914117604027758E-7,416.82733,0.8586058171890473,0.0014554777114289055,0.0022517019240481098,0.0010611417397929713,-1.2941844446216744E-4,0.7371390509025597,1511.975,0.5674167688207946,30.804979763854416,79,6.668057681570374E-4,2.47667,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001289_0,240.80417238668028,-0.8729576018153232,969.4725409472919,-3.8841611222548135E-7,280.78735,0.8549148575726718,-6.52564414318988E-4,6.15266889681882E-4,-8.01503124259098E-6,-6.31296952167064E-4,-0.48779609001389057,1485.467,-0.008186548003203878,31.06795075928473,53,6.365343518338061E-4,1.1347793,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000128c_0,359.26166922406463,-0.012885946368787387,1103.1000646744621,-2.6304674897205817E-8,223.54622,0.9319882582361299,3.057215633599717E-5,5.201780648647907E-5,-2.2683408143781556E-4,-5.056859693621102E-4,0.999916972746328,1538.7745,-0.5178629499878321,21.34610315385151,7,-4.8424031921162836E-4,0.98985636,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001291_0,39.867581435011715,0.6410154586650291,879.8422887442662,-4.1225167525323955E-6,260.5452,0.9544863247338606,0.0018565077886868579,0.001894344199280102,-1.4093975302617882E-4,-0.0021762237053324597,0.7675279680587949,1353.412,-0.04408477420921893,17.52526218414238,-10,-0.0021383872947392146,1.6759864,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001293_0,161.49206569656195,0.3174359769554036,2828.236772057342,9.223111262048438E-6,398.5124,0.8926120442300749,0.0028494780034380145,0.004808110981680422,0.0033631755379012903,0.0019182400941221587,-0.948279705853905,1549.271,1.4817714207156054,26.754645847379596,66,0.003876873072364566,0.007945899,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001295_0,237.96011965980972,-0.8476790440333822,2635.679438805494,4.6167941734345703E-7,484.31253,0.8012786783030762,6.919080222596915E-4,0.0011963716384278639,7.911356529086457E-4,3.858996673894274E-4,-0.5305094139660966,1524.433,1.2428624733839049,36.56573141968495,118,8.903632835575998E-4,0.051440664,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001296_0,89.21079599318479,0.9999051370914966,1524.2075987497092,-2.504308879139618E-7,101.00512,0.938852656064188,-4.436355331873538E-4,4.493220231615924E-4,-5.4015388645303925E-5,-5.573528004522002E-4,0.013773772832279341,1549.897,-0.0683185148115165,20.29610628148167,42,3.3560475589674595E-4,0.124760784,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001298_0,174.61136338634634,0.09391086315198088,1420.9718173153249,-9.491523648941877E-6,488.25305,0.7224307204676879,0.0015265488595309607,0.005781388654812279,0.0020698254829425024,-0.0016417376889272745,-0.9955806093843179,1456.7065,0.3550234137945874,43.6636315494229,123,0.0026131021063540445,0.0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000129b_0,67.98183968951989,0.9270650737343674,1341.505416485047,1.8712426748717616E-6,85.69507,0.9286839431163035,-0.0032381181216678654,-4.1576645735588984E-4,-0.002458236331682124,-0.004500706206008358,0.3749004522028372,1514.3206,-0.7662104952306522,21.94869864054523,-45,-0.0016783545416963824,0.048002224,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012a0_0,338.42994371271806,-0.3676385860155989,1228.415371168013,-1.4355050713328877E-6,399.45306,0.6766197829396166,-0.0011920053529141396,8.753865118655552E-4,-3.8223317192230294E-4,-0.001639852855710161,0.9299687468256399,1456.7065,-0.1934902880715109,47.45164034817285,78,4.275390090695336E-4,0.81985307,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012a3_0,184.5280446154729,-0.07894704831177297,1137.1180952934392,3.585325801510035E-6,35.947838,0.9744323252469423,0.005530054474332393,0.005848361543567356,0.0032307047250995907,6.13047906631825E-4,-0.9968788108706387,1543.493,0.7857143427547044,12.875845543565848,-65,9.313549758667864E-4,0.4884985,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012a7_0,252.15048940937706,-0.9518648790043154,1849.912494021537,-9.384492722548117E-8,137.1523,0.8882640823042537,-4.295558542515809E-4,1.389545428102502E-4,-2.6820484149143347E-4,-6.753642257931172E-4,-0.30651794746490785,1490.9155,-0.4193554458556872,27.167441988253625,-35,-1.0685382873128602E-4,0.49767026,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012a8_0,183.62523855033123,-0.06323014000713538,1779.94457708647,-6.461871972639805E-6,230.94887,0.8049223433648746,0.004043710426924397,0.005316648449166154,0.0020506225837445464,-0.0012154032816770618,-0.9979989726420955,1291.338,0.39971112791746166,36.29183649811412,-76,5.753474056469557E-5,0.5128922,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012aa_0,109.43444728741895,0.9430227860439024,865.4126644424662,9.480009060196672E-7,183.516,0.8162430873591295,0.004692982377130842,0.004906775324435425,0.002549988876185946,1.932024279364666E-4,-0.33272815480809,1490.9155,0.6888079906871215,35.40345183111495,-59,4.069953752410488E-4,0.39631686,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012b0_0,16.43719283558931,0.2829641239295142,1527.4607308916648,-1.946969631722909E-6,529.2512,0.8497429251401176,0.0018733209706067013,0.0028583397614929005,0.0010885928685325467,-6.811540244278074E-4,0.9591304940250844,1480.8975,0.39159257570833167,31.951514223523134,92,3.0386476645839197E-4,0.4761562,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012b1_0,317.9007469568991,-0.670416945868697,1255.45798746233,4.7364366220114734E-7,204.21083,0.9329907252027283,1.577720022937509E-4,0.0030436914857958257,0.001599653179100223,1.5561487240462043E-4,0.7419845811686983,1503.335,0.7052242575726422,21.060492084262172,22,0.003041534355906696,0.0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012b2_0,14.66285901170373,0.25313087688780983,820.9592652765389,-1.9701311882762218E-7,76.062996,0.9054410357888235,0.001491315715196983,0.0015276449249487535,6.993398344729021E-4,-1.289652560029493E-4,0.9674320436940305,1523.264,0.5374994930599196,25.248574743672375,-35,-9.263604625117842E-5,1.3772779,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012b3_0,1.5313210962064987,0.02672341329807936,2210.7425496649944,-5.363250057074436E-7,634.59845,0.9646730835595618,-1.1997172427932398E-4,0.0038129296994548877,0.0018361350707933976,-1.4065955786809244E-4,0.9996428658184382,1488.6395,0.5913208554173959,15.373778504378475,159,0.0037922418658661197,1.6121982,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012b5_0,103.4778320863725,0.9724601683469993,1152.747413035179,-1.074311044248693E-7,66.11946,0.8723342875135199,-0.0028280618218325436,2.2139970763065E-5,-0.0024151099218677414,-0.004852359814498547,-0.2330691334744389,1543.493,-0.6308367202521525,29.396937855505,-7,-0.00200215802190294,0.3683067,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012b8_0,199.4704142216185,-0.3333200636781297,2312.72552892204,-4.880187057864073E-6,251.66301,0.9300019940728049,0.0016062707472856881,0.0025667973131522004,3.327612546943613E-4,-0.001901274803763478,-0.9428137330085978,1578.379,0.09482496641639276,21.422911230890367,47,-9.407482378969652E-4,0.5098167,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012b9_0,105.51792163253553,0.9635468161787024,930.1913693228288,-2.815227534494521E-8,222.4272,0.9733874239997241,-6.065156908693987E-5,1.396629442897199E-4,-3.095501595374947E-5,-2.0157297619721883E-4,-0.26753977841039983,1321.036,-0.1155011769100383,13.370864270731511,36,-1.2584628205590414E-6,0.52180433,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012bc_0,178.63451293910052,0.02382998914663982,887.3802901689407,1.0817040460758357E-7,102.45251,0.9618231506731438,-4.694909635433292E-4,-2.2731949436027182E-4,-3.5158567806432915E-4,-4.758518617683865E-4,-0.9997160254878737,1612.1025,-1.801185066325546,15.790282627574436,33,-2.3368039258532913E-4,1.2475722,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012be_0,240.95935939607207,-0.8742756056968224,2164.8440697809283,-6.551401836576485E-6,221.4086,0.9134501307778925,0.004843924358837186,0.004777429889222848,0.0017030531988100413,-0.0013713234916027648,-0.4854298767931927,1609.0985,0.35265598491470196,23.8317271487549,54,-0.0014378179612171027,0.39494017,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012c1_0,9.194057058660052,0.15977879721500424,2271.85725036303,-9.064958288799207E-7,189.03627,0.9323020178362166,4.991407627552568E-4,8.394505200031933E-4,-1.2020878451866424E-4,-0.0010798680890405218,0.9871528432621397,1578.379,-0.07974422659819337,21.3220787773091,59,-7.395583317925853E-4,1.3372731,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012c5_0,151.37421985905343,0.479086856454203,1867.640018328484,2.072100195899479E-6,163.69905,0.8994171446779751,0.0028642778375606625,0.002795706295878196,0.001768439321271119,7.411723466640421E-4,-0.8777674999524816,1538.079,1.0959404575272365,25.908125837610708,-41,6.726008049815748E-4,1.0688565,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012c6_0,63.64926053313078,0.8960937080163592,1475.4889397259583,-3.7142648768491702E-6,354.44574,0.968363899315261,0.004127346372072111,0.005396257406622893,0.0023539767664254663,-6.883038737719605E-4,0.44386491915164,1543.493,0.4925870852937176,14.63152128941227,89,5.806071607788217E-4,0.63328177,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012ce_0,157.05534202034283,0.3898418302882572,1442.738408456973,1.0222379558187868E-6,552.43274,0.885355976384463,2.485331974479227E-4,0.004736243467655938,0.0024760382675534523,2.1583306745096703E-4,-0.9208818313755037,1543.493,0.6974123049499333,27.676448073926384,156,0.004703543337658982,0.25486338,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012d3_0,285.6088268761654,-0.9631211261043869,1027.4613745533447,-1.0659569862969732E-6,228.41676,0.8475364594748827,5.6009792153076436E-5,9.901283082709067E-4,-4.32281951452618E-5,-0.0010765846985614305,0.2690682003719832,1523.264,-0.026631587126282132,31.931673253325275,-5,-1.4246618244360005E-4,1.0682716,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012d4_0,152.80260932773174,0.4570574213532857,1544.237003813912,-2.9891148335168824E-7,85.006584,0.7452999805626461,8.941025260543818E-4,0.0010081990507392466,3.5585921353213645E-4,-2.9648062367497365E-4,-0.8894371892302936,1524.433,0.34728372941879565,41.800560386640335,-93,-1.8238409899010906E-4,0.6141449,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012d5_0,295.99636384830137,-0.8988218647580387,894.9629364731285,-3.4579922814749104E-10,4.106871,0.9931534632487713,-2.0494225311474454E-7,2.3151581830392794E-7,-7.466997959495536E-4,-0.0014936311077174112,0.4383141059022421,1313.1465,-0.6364224482693329,6.609450513970282,-64,-0.0014931946496459928,0.8890708,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012d6_0,5.1261960873425485,0.08934968547818205,719.9915772547671,-9.146367694438712E-8,140.1395,0.8970801149824367,3.5526812072684963E-4,4.121558291172193E-4,9.512027368247593E-5,-2.2191528175226748E-4,0.9960003181249241,1588.332,0.19100522304585557,26.331745650747422,37,-1.6502757336189775E-4,1.5642763,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012d9_0,190.20866040501593,-0.17723350200350088,1664.197400162833,-3.7422065651480257E-6,62.19767,0.7670976237979603,4.011716165301249E-4,0.0013698176628225986,-6.81041786219432E-4,-0.0027319012352614623,-0.9841688299105875,1576.3785,-0.21140632875565735,39.78437067485168,-72,-0.0017632551889689891,0.017187994,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012dc_0,355.96549223925723,-0.07035726798943508,1449.3812855508681,-1.5795013679025177E-7,46.986748,0.8930468919266261,-7.416864589126213E-5,7.42652772371211E-4,2.6498453797171287E-4,-2.126836964277853E-4,0.9975218568237304,1514.3206,0.35316226639302306,26.82532489889809,-81,6.041377218346878E-4,0.48278865,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012dd_0,82.1696325839275,0.9906757705183203,345.0312360481461,-1.805544247233009E-7,6.992255,0.9935302462866198,8.086944474492725E-5,1.2533776399721857E-4,-6.576025627963831E-4,-0.001440542889589985,0.1362406609934506,1567.1985,-0.5347058766920993,6.686959124374801,-42,-0.001396074570337694,1.5342889,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012de_0,3.0359369786415495,0.05296230492653057,2622.7701358827126,6.86695005394701E-7,228.52855,0.9560543525473146,0.0010082560252844275,0.0016546028658911182,0.0010348119539142474,4.1502104193737643E-4,0.9985965122394876,1511.975,1.062909664878604,17.151981190471215,140,0.001061367882544068,0.0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012e1_0,91.98350656598396,0.9994008319452906,1697.587464289055,-3.479402747982055E-7,316.36743,0.8654996031147963,-9.565204115951362E-4,3.34724912816824E-4,-3.523781745923846E-4,-0.0010394812620015932,-0.03461180589135593,1290.283,-0.32648800071932443,30.2114159002711,28,2.517640624103669E-4,0.0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012e3_0,294.9355251051088,-0.9067827851004905,1149.6944867311624,-8.452825987168323E-6,10.657563,0.923016497494897,-4.041269844691677E-4,0.001378052637083519,-0.002377919660044988,-0.006133891957173495,0.4215981269472123,1291.338,-0.40304628280767174,22.528321637094546,-137,-0.004351712335620808,1.1912165,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012e4_0,123.93234840872695,0.8296972576117349,1564.0346899050053,-4.378351661767307E-6,30.683203,0.8983239441453974,0.0015611567593922368,0.0024154034408346734,3.01362102830655E-4,-0.0018126792351733636,-0.558213633577295,1609.0985,0.09075180785509435,26.135961598078325,-125,-9.584325537309267E-4,0.0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012e6_0,11.553716434856025,0.2002865541504842,1108.5657878655998,-5.255658044225945E-7,31.225477,0.8858227750293461,2.9961798564687625E-4,4.218871667762653E-4,-4.119312582888032E-4,-0.0012457496833538717,0.9797373608404066,1480.8975,-0.31450922167190615,27.771378560030872,-90,-0.0011234805022244828,0.08803346,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012e7_0,302.3812713460406,-0.8445030296730544,1073.2812962567427,5.336139558027981E-6,19.02515,0.9189189414625712,-0.0038841822802773516,-0.001054706808824575,-0.0030570325120947706,-0.005059358215364966,0.5355507752520131,1321.036,-0.971953433345829,23.151376540540884,-71,-0.002229882743912189,1.785578,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012e9_0,194.4991437091648,-0.2503655349685734,3019.8071078218572,2.691235806503658E-8,447.138,0.8270280922782239,0.0010032192313838948,0.0013595477502113713,6.896714156888879E-4,1.9795081166404404E-5,-0.9681513822227906,1537.936,0.6554321104316472,34.07388811209002,74,3.761235999938812E-4,0.23001239,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012eb_0,230.61197650602864,-0.7728662339931165,776.2354417705807,-2.699568563381343E-7,156.09174,0.651799214953483,-1.7018986951468622E-4,5.18988705335753E-4,-5.853499949099655E-7,-5.20159405325573E-4,-0.6345689752527279,1340.824,-7.172132185811151E-4,49.14235132511711,-62,1.6901916952486627E-4,1.2235469,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012ec_0,320.32707965278513,-0.6384041055653958,628.7331625771468,-1.3127717152934966E-6,43.214664,0.7854382860104919,0.001543837742697286,0.0016529402605388408,4.2936814581368845E-4,-7.942039689114639E-4,0.7697013693616811,1523.264,0.22339856225899804,38.213147202606535,-124,-6.851014510699096E-4,1.4309617,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012f2_0,206.41507702075535,-0.44487086465305564,1730.7348398545964,-2.5200300007147696E-6,313.89453,0.6990936109254566,6.798502144118142E-4,0.0014476492219069074,-1.4656234556190806E-4,-0.0017407739130307237,-0.8955947263036125,1473.4415,-0.05852704181379354,45.49116312920337,39,-9.729749055356302E-4,0.0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012f4_0,87.5705530033341,0.9991011762763135,1418.1223578870572,-1.447533711696132E-7,337.24222,0.875200699376579,2.1917749243062306E-4,7.98579498683362E-4,3.0865796414792653E-4,-1.8126357038750896E-4,0.04238914440380719,1340.824,0.40108006899844006,29.089820807232496,168,3.981384358652299E-4,1.300993,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012f7_0,206.4041225662131,-0.44469962660360146,2724.2625794503833,-8.87612326919548E-7,821.0484,0.675129703277776,0.002499262657922376,0.0027481768794761154,0.001212597319288643,-3.229822408988294E-4,-0.8956797653729917,1290.283,0.5027179635582214,47.381292720398484,63,-7.406801934509018E-5,0.46050388,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012f9_0,176.04341598709533,0.0690005477125834,989.4518256137151,-4.752965534407046E-6,139.8162,0.7134855873531867,0.006751565514432858,0.007526102981558059,0.00344728611087035,-6.315307598173583E-4,-0.9976166219622463,1549.897,0.5380507555903545,44.39590064929264,-96,1.430067073078429E-4,0.5345629,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012fc_0,43.45572969030415,0.6877939005783972,1636.9333164725633,5.963021205703946E-7,288.2772,0.7061649586157037,0.0011944634680430024,0.0013034440122253888,8.8046298577024E-4,4.574819593150912E-4,0.7259060203133418,1573.9415,1.325166167089451,45.25205690344297,94,5.664625034974772E-4,0.44257787,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012fd_0,352.42694698094357,-0.13179019355652655,1439.7339794189245,-5.791157621566008E-7,277.3107,0.7787085041275413,-2.215437656294898E-5,0.0023080181340397587,0.001028551698722914,-2.5091473659393047E-4,0.9912776325945891,1490.9155,0.5117729783564962,38.931543215369366,13,0.002079257774008778,0.6868446,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001302_0,327.4638011051438,-0.5378323472754384,1660.991499230826,9.885732601804463E-7,133.54575,0.9160516995005173,-0.0019300944126940797,-4.284950464154304E-4,-0.0013677885833090428,-0.0023070821202026554,0.8430518170457806,1609.0985,-0.9270384840855185,23.64112762144145,15,-8.054827539240056E-4,0.661916,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001303_0,96.58449687764164,0.9934038289907471,1359.536225230744,-3.545300001788394E-7,378.63492,0.8115011311195535,2.344377653112208E-4,5.151954975351183E-4,-8.647552232568527E-5,-6.881465421864888E-4,-0.11466835895975225,1499.0685,-0.09149855240008357,35.89978389351743,79,-4.0738880996259136E-4,0.023666063,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001309_0,211.8046339242569,-0.5270245307447009,1151.6090535605942,2.3940981548012427E-6,111.233955,0.8691448598750114,-0.0026477533282792017,-9.535488760279449E-4,-0.001732136493902485,-0.0025107241117770253,-0.8498500714792744,1543.493,-1.4162983267934128,29.477707997428865,-50,-8.165196595257682E-4,0.3831401,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000130c_0,227.26444110174742,-0.7344935742892731,1612.4514859791464,3.7507577417714743E-7,154.68024,0.8111284069083452,0.0018050675624363545,0.002206237385893724,0.0011881221872615067,1.7000698862928943E-4,-0.6786156418236822,1576.3785,0.7429238630515012,35.61513729412381,-21,5.711768120866593E-4,0.17267138,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
